Date,Volume,Volume Weight,Open,Close,High,Low,Transactions
2022-06-18,83831.58286054953,18967.7333,20447.86,18948.89,20750.0,17567.45,1238812
2022-06-19,50648.971957572976,19483.3985,18944.66,20552.44,20799.9,17911.0,819304
2022-06-20,38760.881593266604,20335.1672,20552.39,20549.75,21041.62,19603.8,715898
2022-06-21,37185.65836688956,21094.3124,20547.68,20696.96,21711.0,20323.6,841536
2022-06-22,39920.38357979037,20297.7423,20700.01,19971.2,20873.52,19730.0,958152
2022-06-23,31419.094624152825,20582.4396,19952.0,21109.8,21211.97,19855.0,811242
2022-06-24,32081.233292741414,21111.8268,21076.0,21223.72,21549.0,20704.0,768374
2022-06-25,17013.018280506643,21251.3376,21218.68,21478.04,21594.5,20888.8,555155
2022-06-26,15861.974750407344,21387.3275,21474.14,21023.3,22020.0,20944.68,502261
2022-06-27,24206.144374081443,20972.5106,21023.4,20716.3,21534.0,20500.0,596355
2022-06-28,23298.110009283522,20660.8255,20722.79,20272.0,21208.0,20164.7,643716
2022-06-29,26027.4874346926,20098.8199,20271.0,20094.79,20430.0,19823.43,659076
2022-06-30,39500.44719069292,19238.9299,20098.0,19985.62,20157.0,18603.0,800554
2022-07-01,44125.50463207318,19587.9339,19943.0,19252.76,20959.0,18938.33,784346
2022-07-02,13667.282645731968,19222.0213,19281.0,19224.03,19445.0,18955.02,423303
2022-07-03,16408.0813563085,19182.3448,19225.54,19291.33,19684.3,18738.6,385613
2022-07-04,21488.07632417335,19691.1219,19291.35,20211.57,20343.0,19029.33,515972
2022-07-05,31549.788903118344,19953.564,20233.0,20153.75,20736.0,19274.95,654169
2022-07-06,26022.221611781715,20189.114,20169.0,20542.67,20665.61764153,19743.0,600069
2022-07-07,36318.32296348008,21041.6539,20551.24599564,21614.6,21855.72,20224.8,693904
2022-07-08,42019.92614286997,21758.9523,21597.0,21582.2,22498.0,21172.0,745543
2022-07-09,13282.025075161377,21619.266,21582.28,21583.94,21976.0,21311.04,436672
2022-07-10,15239.058949769016,21062.047,21582.16,20850.64,21595.75,20620.3,429999
2022-07-11,26197.65026486002,20393.9796,20850.65,19942.43,20869.0,19860.12,475505
2022-07-12,32395.846154644983,19699.9869,19944.72,19304.67,20038.23365274,19214.1,496124
2022-07-13,45722.72265537512,19535.0505,19304.69,20220.23,20347.0,18892.0,624086
2022-07-14,34672.354852191944,20228.1519,20222.3,20577.02,21026.0,19607.14,550691
2022-07-15,24673.799220104593,20825.9835,20574.89,20827.78,21196.37,20368.67,508371
2022-07-16,19302.94095829421,21041.8426,20823.06,21189.71,21606.0,20474.0,426747
2022-07-17,17073.95663347981,21209.8711,21189.23,20791.74,21667.1,20748.7,433651
2022-07-18,47045.582673108256,21980.8505,20791.74,22437.0,22780.0,20755.95,702893
2022-07-19,53089.86218709667,22683.7683,22435.66,23395.06,23800.0,21578.57,750189
2022-07-20,49252.66875935726,23608.1112,23398.46,23226.99,24287.13,22899.0,718501
2022-07-21,36565.51518483158,22881.2687,23225.24,23153.95,23434.65,22340.07,573615
2022-07-22,29855.969490867396,23212.1427,23152.76,22687.68,23763.55,22505.56,522678
2022-07-23,17948.98878769984,22394.1007,22688.85,22450.69,23006.16,21941.01,381601
2022-07-24,14316.807403980312,22685.5723,22451.36,22582.01,23036.46,22261.0,311581
2022-07-25,47452.41055612094,21868.7154,22583.38,21313.41,22665.74,21252.5,764537
2022-07-26,28070.391474963068,21015.8065,21299.7,21261.57,21344.43,20696.0,487385
2022-07-27,37371.66873700642,21986.6858,21268.0,22962.59,23110.73,21045.73,586983
2022-07-28,38317.3319481076,23402.8317,22960.68,23851.7,24206.11,22487.9,637393
2022-07-29,28043.240051192137,23876.8516,23851.66,23784.53,24499.3,23429.71,568655
2022-07-30,20771.94082220213,24140.6676,23784.6,23650.13,24736.0,23512.0,429660
2022-07-31,13467.348205293767,23698.8668,23648.12,23307.44,24211.0,23233.0,363495
2022-08-01,21308.39811012736,23185.6766,23291.0,23273.86,23524.8,22850.0,460976
2022-08-02,22753.817811784214,22989.7942,23273.85,22990.92,23469.1,22649.1,482364
2022-08-03,32849.89269819734,23224.0598,22994.78,22825.0,23650.96,22680.0,583717
2022-08-04,29570.46113102735,22830.6449,22813.21307165,22623.94,23234.29,22390.0,627571
2022-08-05,39100.232581583,23102.0272,22624.44,23312.0,23479.0,22589.83,850783
2022-08-06,12226.618800710163,23175.0668,23312.0,22960.92,23357.19,22898.0,480078
2022-08-07,12309.326270440095,23113.4242,22929.97521111,23177.39,23435.0,22836.0,451270
2022-08-08,30637.67028447029,23894.8308,23180.26,23815.65,24285.3,23158.32,708926
2022-08-09,29390.042701707553,23340.8654,23815.68,23158.27,23929.35,22871.66,650097
2022-08-10,40393.33248410563,23581.3722,23158.32,23962.18,24227.0,22650.0,831226
2022-08-11,40118.23735217534,24424.1404,23954.0,23944.86,24929.99,23861.0,927433
